latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
25.71483,92.90946,327,0.5,0.65,2019-07-01,0606,N,VIIRS,n,1.0NRT,285.2,2.1,D
25.83889,92.75729,327,0.5,0.66,2019-07-01,0606,N,VIIRS,n,1.0NRT,287,2.8,D
28.31681,94.80629,335,0.34,0.56,2019-07-01,0606,N,VIIRS,n,1.0NRT,291.1,2.5,D
27.46221,95.47661,329.8,0.32,0.54,2019-07-01,0606,N,VIIRS,n,1.0NRT,289.7,1.8,D
27.47105,95.42293,330.8,0.32,0.55,2019-07-01,0606,N,VIIRS,n,1.0NRT,290.3,1.8,D
23.77233,86.38711,330.6,0.42,0.45,2019-07-01,0742,N,VIIRS,n,1.0NRT,294.5,4.3,D
23.72321,86.44009,337.3,0.42,0.45,2019-07-01,0742,N,VIIRS,n,1.0NRT,293.3,5.8,D
23.78221,86.39035,334.7,0.42,0.45,2019-07-01,0742,N,VIIRS,n,1.0NRT,293,2.6,D
11.21409,76.64665,334.4,0.5,0.49,2019-07-01,0742,N,VIIRS,n,1.0NRT,295,4.1,D
23.77339,86.38738,330.8,0.42,0.45,2019-07-01,0742,N,VIIRS,n,1.0NRT,294.3,4.4,D
23.79477,86.35101,339.2,0.42,0.45,2019-07-01,0742,N,VIIRS,n,1.0NRT,295.2,9,D
23.77385,86.39155,330.1,0.42,0.45,2019-07-01,0742,N,VIIRS,n,1.0NRT,295.2,7.8,D
11.22072,76.65787,329.7,0.5,0.49,2019-07-01,0742,N,VIIRS,n,1.0NRT,296.2,4.4,D
23.78117,86.39006,333.1,0.42,0.45,2019-07-01,0742,N,VIIRS,n,1.0NRT,293.7,8.3,D
24.20371,82.71975,331.2,0.42,0.38,2019-07-01,0742,N,VIIRS,n,1.0NRT,287,2.4,D
31.01961,77.81323,350.4,0.39,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,305.8,15,D
31.29009,75.21662,332.3,0.44,0.39,2019-07-01,0748,N,VIIRS,l,1.0NRT,304.4,2.3,D
30.63623,78.02861,331.6,0.39,0.36,2019-07-01,0748,N,VIIRS,l,1.0NRT,305.7,5.3,D
30.31299,78.87716,332.8,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,302.8,5.6,D
28.45898,80.67245,337.2,0.4,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,299,3.2,D
33.11841,75.65713,334.8,0.41,0.37,2019-07-01,0748,N,VIIRS,l,1.0NRT,303.6,6.5,D
33.11615,75.64394,336.7,0.41,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,304.5,6.6,D
33.18107,74.16622,342.8,0.46,0.39,2019-07-01,0748,N,VIIRS,l,1.0NRT,305.1,9.3,D
33.23337,74.03831,332.8,0.46,0.39,2019-07-01,0748,N,VIIRS,l,1.0NRT,307.8,2.6,D
33.15772,74.80003,349.2,0.44,0.38,2019-07-01,0748,N,VIIRS,l,1.0NRT,306.2,6.6,D
30.36533,79.02293,334.3,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,303.2,2.9,D
30.36592,79.02689,334.4,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,302.8,2.9,D
31.02681,77.8156,340.4,0.39,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,301.9,7.9,D
30.57,78.32204,333.5,0.38,0.36,2019-07-01,0748,N,VIIRS,l,1.0NRT,307.1,10.6,D
30.20042,79.25589,343.2,0.39,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,302.7,5.6,D
31.33386,75.27799,339.4,0.44,0.38,2019-07-01,0748,N,VIIRS,n,1.0NRT,305.5,3.8,D
33.17073,74.79157,337.3,0.44,0.38,2019-07-01,0748,N,VIIRS,n,1.0NRT,304.4,3.2,D
33.15423,74.80086,336.3,0.44,0.38,2019-07-01,0748,N,VIIRS,l,1.0NRT,305.9,6.6,D
33.16658,74.78863,333.9,0.44,0.38,2019-07-01,0748,N,VIIRS,l,1.0NRT,305.5,3.2,D
25.3402,82.25481,339.7,0.42,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,298.9,7.6,D
25.33964,82.25066,337,0.42,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,298.7,7.6,D
32.58181,76.01407,332.3,0.41,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,301.5,5.4,D
32.68719,74.93729,344.9,0.44,0.38,2019-07-01,0748,N,VIIRS,n,1.0NRT,308.4,5.5,D
33.12101,74.88229,336.6,0.43,0.38,2019-07-01,0748,N,VIIRS,l,1.0NRT,305,4.1,D
32.4297,75.6394,335,0.42,0.37,2019-07-01,0748,N,VIIRS,l,1.0NRT,308.3,3.2,D
33.03703,74.3505,334.9,0.45,0.39,2019-07-01,0748,N,VIIRS,n,1.0NRT,304.7,1.2,D
31.99656,76.60822,334,0.4,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,299.8,4,D
31.99886,76.30525,340.2,0.4,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,309.4,5.9,D
32.58167,76.01331,331.1,0.41,0.37,2019-07-01,0748,N,VIIRS,l,1.0NRT,303.1,5,D
25.98322,82.81709,341.7,0.44,0.38,2019-07-01,0748,N,VIIRS,n,1.0NRT,299.5,6.6,D
32.33862,76.70659,330.4,0.4,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,298.7,4.1,D
30.89564,75.53285,338,0.44,0.38,2019-07-01,0748,N,VIIRS,l,1.0NRT,306.5,4.7,D
32.84637,75.32368,355.8,0.42,0.38,2019-07-01,0748,N,VIIRS,n,1.0NRT,305.2,9.9,D
29.78478,79.2132,337.1,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,301.7,2.7,D
30.34906,78.53461,344.8,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,304,5.9,D
31.02744,77.81952,341.8,0.39,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,301,7.4,D
31.02415,77.82029,346.1,0.39,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,305.6,7.4,D
26.87795,84.28452,333.1,0.52,0.42,2019-07-01,0748,N,VIIRS,n,1.0NRT,295.2,3.8,D
31.23271,76.21709,332.9,0.41,0.37,2019-07-01,0748,N,VIIRS,l,1.0NRT,305.7,2.8,D
30.01563,78.83757,337.2,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,304.6,2.9,D
30.36922,79.02624,341.9,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,303,4.9,D
30.9736,77.01932,335.4,0.4,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,303.7,4,D
30.93519,75.38609,336.7,0.44,0.38,2019-07-01,0748,N,VIIRS,l,1.0NRT,306.6,3.4,D
26.58844,82.64556,336.6,0.44,0.38,2019-07-01,0748,N,VIIRS,n,1.0NRT,297.4,4.5,D
26.58785,82.64114,335.6,0.44,0.38,2019-07-01,0748,N,VIIRS,n,1.0NRT,297.7,4.5,D
30.74433,74.38858,336.1,0.49,0.4,2019-07-01,0748,N,VIIRS,n,1.0NRT,302.3,3.7,D
30.84082,77.73408,332.1,0.39,0.36,2019-07-01,0748,N,VIIRS,l,1.0NRT,304,4.7,D
31.50926,76.31541,337.5,0.41,0.37,2019-07-01,0748,N,VIIRS,l,1.0NRT,306.7,5.1,D
30.83815,77.73873,332,0.39,0.36,2019-07-01,0748,N,VIIRS,l,1.0NRT,304.7,4,D
31.21979,77.30276,343.9,0.39,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,301.6,4.8,D
26.2408,81.51968,339.9,0.4,0.37,2019-07-01,0748,N,VIIRS,n,1.0NRT,303.3,9.2,D
27.20556,92.49987,340.7,0.55,0.68,2019-07-01,0748,N,VIIRS,n,1.0NRT,289.3,14,D
30.35667,78.98777,335,0.38,0.36,2019-07-01,0748,N,VIIRS,l,1.0NRT,305.9,2.9,D
31.20445,75.22598,330.2,0.44,0.39,2019-07-01,0748,N,VIIRS,l,1.0NRT,304.3,1.5,D
30.65678,78.18142,343.9,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,302,6.8,D
31.15321,75.1853,335.3,0.45,0.39,2019-07-01,0748,N,VIIRS,l,1.0NRT,304.6,1.6,D
30.30583,78.87456,339,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,303.8,3.8,D
32.9961,74.47118,337.8,0.45,0.39,2019-07-01,0748,N,VIIRS,l,1.0NRT,309.8,3.8,D
30.30523,78.87061,335.7,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,301.6,3.8,D
31.50451,76.53703,334.2,0.4,0.37,2019-07-01,0748,N,VIIRS,l,1.0NRT,300.9,4.1,D
30.31089,78.88577,339.1,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,305.6,6.9,D
31.24441,75.24519,331.3,0.44,0.39,2019-07-01,0748,N,VIIRS,l,1.0NRT,303.9,2.5,D
30.36981,79.03017,351.8,0.38,0.36,2019-07-01,0748,N,VIIRS,n,1.0NRT,302.3,6.6,D
31.43353,76.38414,319.2,0.45,0.47,2019-07-01,2012,N,VIIRS,n,1.0NRT,294,2.2,N
23.77662,86.39655,304.9,0.56,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.8,1.7,N
23.73205,86.75488,305.4,0.39,0.44,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.7,2.3,N
23.7313,86.75876,305,0.39,0.44,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.2,2,N
32.5263,75.59606,304.6,0.51,0.49,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.3,1.1,N
23.69001,87.10158,304.5,0.41,0.45,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.7,1.5,N
23.69017,87.12273,306.4,0.41,0.45,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.5,1.4,N
23.41473,72.80315,305.2,0.59,0.53,2019-07-01,2012,N,VIIRS,n,1.0NRT,290.1,1.5,N
32.52681,75.59064,304.1,0.51,0.49,2019-07-01,2012,N,VIIRS,n,1.0NRT,292.7,1.1,N
32.58674,76.02457,302.9,0.48,0.48,2019-07-01,2012,N,VIIRS,n,1.0NRT,290.6,0.9,N
30.98331,77.85686,300.7,0.55,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.7,0.8,N
30.98229,77.83097,315.6,0.55,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,292.4,1.8,N
23.78427,86.33575,310.6,0.56,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,289.8,3.4,N
32.75322,75.28519,304,0.53,0.5,2019-07-01,2012,N,VIIRS,n,1.0NRT,292.1,1.1,N
32.72214,75.31665,301.1,0.53,0.5,2019-07-01,2012,N,VIIRS,n,1.0NRT,289.8,0.8,N
30.97831,77.83086,307.2,0.55,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,291.7,1.8,N
30.97435,77.83059,318,0.55,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,291.4,2.1,N
31.43305,76.38895,307.8,0.45,0.47,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.5,2.2,N
31.42877,76.38811,306.4,0.45,0.47,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.5,2.2,N
33.04478,74.68582,307.5,0.58,0.52,2019-07-01,2012,N,VIIRS,n,1.0NRT,294.3,3.1,N
30.65425,78.18645,299.2,0.53,0.42,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.7,0.7,N
33.04697,74.68651,312.4,0.58,0.52,2019-07-01,2012,N,VIIRS,n,1.0NRT,294.3,3.6,N
22.79813,86.08856,299.2,0.56,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,283.8,2.2,N
23.60271,87.15309,308,0.42,0.45,2019-07-01,2012,N,VIIRS,n,1.0NRT,287.8,2,N
23.60544,87.1509,306.4,0.42,0.45,2019-07-01,2012,N,VIIRS,n,1.0NRT,287.3,1.9,N
26.64137,79.47832,309,0.42,0.38,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.9,2.2,N
31.02801,77.81609,303.2,0.55,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,289.9,1.6,N
23.8806,85.22793,301.4,0.49,0.4,2019-07-01,2012,N,VIIRS,n,1.0NRT,282.4,0.7,N
33.34966,74.19241,309.6,0.63,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,293,2.1,N
33.33129,74.16814,309.2,0.63,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.2,2.1,N
30.92328,77.65565,305.1,0.56,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,289.4,0.8,N
26.64483,79.47893,308.9,0.42,0.38,2019-07-01,2012,N,VIIRS,n,1.0NRT,292.8,2.2,N
33.19511,74.1801,307.7,0.62,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.1,1.9,N
33.19475,74.17961,307.5,0.63,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,292.7,1.9,N
33.25431,73.99764,306.7,0.32,0.55,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.9,1.5,N
33.26382,74.07265,305.9,0.64,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,292.3,1.3,N
33.29158,74.17052,307.3,0.63,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.2,1.9,N
33.29655,74.1717,312.4,0.63,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.6,3.2,N
23.69427,87.12365,306.7,0.41,0.45,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.7,1.4,N
32.88204,75.0267,313.5,0.55,0.51,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.2,2.3,N
32.68916,75.09477,305.6,0.55,0.51,2019-07-01,2012,N,VIIRS,n,1.0NRT,292.9,2.2,N
23.75595,86.39768,301,0.56,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.1,2.9,N
22.95644,70.44977,310.7,0.41,0.61,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.5,3.3,N
22.95986,70.4485,307.1,0.41,0.61,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.9,3.2,N
33.29698,74.16638,316.1,0.63,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.5,4,N
22.31458,69.85503,304.3,0.44,0.62,2019-07-01,2012,N,VIIRS,n,1.0NRT,289.4,1.6,N
22.3142,69.85941,309.7,0.44,0.62,2019-07-01,2012,N,VIIRS,n,1.0NRT,289.4,1.6,N
33.29607,74.16535,313.4,0.63,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.4,3.8,N
33.29567,74.17059,320.3,0.63,0.54,2019-07-01,2012,N,VIIRS,n,1.0NRT,294,3.8,N
23.77769,86.39103,303.6,0.56,0.43,2019-07-01,2012,N,VIIRS,n,1.0NRT,288.1,1.7,N
32.18728,76.03352,310.6,0.48,0.48,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.8,1.7,N
31.87334,76.8388,302,0.43,0.46,2019-07-01,2012,N,VIIRS,n,1.0NRT,290.1,1.7,N
31.87284,76.84344,315.8,0.43,0.46,2019-07-01,2012,N,VIIRS,n,1.0NRT,290.9,1.7,N
31.8687,76.84232,319.1,0.43,0.46,2019-07-01,2012,N,VIIRS,n,1.0NRT,290,1.7,N
31.86823,76.84675,306,0.43,0.46,2019-07-01,2012,N,VIIRS,n,1.0NRT,290.1,0.9,N
32.18603,76.03471,307.1,0.48,0.48,2019-07-01,2012,N,VIIRS,n,1.0NRT,293.5,1.8,N
32.2938,76.07953,318.4,0.47,0.48,2019-07-01,2012,N,VIIRS,n,1.0NRT,294.9,2.8,N
32.29237,76.0801,315,0.47,0.48,2019-07-01,2012,N,VIIRS,n,1.0NRT,294.7,4.1,N
11.81487,77.91749,307.8,0.39,0.36,2019-07-01,2018,N,VIIRS,n,1.0NRT,275.8,1,N
12.97914,79.92357,302,0.4,0.37,2019-07-01,2018,N,VIIRS,n,1.0NRT,275.7,0.8,N
11.80715,77.92346,302.6,0.39,0.36,2019-07-01,2018,N,VIIRS,n,1.0NRT,276.7,1,N
10.11238,77.46291,299,0.39,0.36,2019-07-01,2018,N,VIIRS,n,1.0NRT,277.7,0.4,N
10.17045,77.26429,296.2,0.39,0.36,2019-07-01,2018,N,VIIRS,n,1.0NRT,273.2,0.4,N
11.96131,79.74844,309.8,0.4,0.37,2019-07-01,2018,N,VIIRS,n,1.0NRT,268.8,1,N
11.77506,79.04723,302.7,0.39,0.36,2019-07-01,2018,N,VIIRS,n,1.0NRT,268.6,0.7,N
11.86343,78.70659,298.5,0.38,0.36,2019-07-01,2018,N,VIIRS,n,1.0NRT,266.8,0.3,N
33.0884,75.1153,304.8,0.75,0.77,2019-07-01,2148,N,VIIRS,n,1.0NRT,284.5,2.3,N
33.25108,73.9987,303.2,0.64,0.72,2019-07-01,2148,N,VIIRS,n,1.0NRT,289,1.6,N
33.25766,74.00076,309.5,0.64,0.72,2019-07-01,2148,N,VIIRS,n,1.0NRT,289.8,1.6,N
33.25521,73.99834,316.5,0.64,0.72,2019-07-01,2148,N,VIIRS,n,1.0NRT,289.8,3.1,N
22.31354,69.86591,304.1,0.69,0.74,2019-07-01,2154,N,VIIRS,n,1.0NRT,290.5,2.4,N
23.66901,86.92295,334.3,0.4,0.37,2019-07-02,0724,N,VIIRS,n,1.0NRT,287.7,3.9,D
23.75735,85.85281,332.8,0.39,0.36,2019-07-02,0724,N,VIIRS,n,1.0NRT,296.5,4.4,D
26.95454,84.19523,334.8,0.38,0.36,2019-07-02,0724,N,VIIRS,n,1.0NRT,295.1,2.4,D
23.75459,85.85716,337.4,0.39,0.36,2019-07-02,0724,N,VIIRS,n,1.0NRT,298.3,4.4,D
31.20154,75.44777,367,0.49,0.49,2019-07-02,0730,N,VIIRS,h,1.0NRT,300.6,10.4,D
31.21915,75.50746,336.8,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.4,1.7,D
33.30396,74.16281,332.2,0.52,0.5,2019-07-02,0730,N,VIIRS,l,1.0NRT,302.5,3.5,D
33.30497,74.16725,330.1,0.52,0.5,2019-07-02,0730,N,VIIRS,l,1.0NRT,303.6,3.5,D
33.05492,74.1804,354.7,0.53,0.5,2019-07-02,0730,N,VIIRS,n,1.0NRT,306.1,6.9,D
33.19464,74.20686,344.9,0.52,0.5,2019-07-02,0730,N,VIIRS,n,1.0NRT,306,8.4,D
33.19514,74.21043,331.4,0.52,0.5,2019-07-02,0730,N,VIIRS,l,1.0NRT,305.5,3.6,D
33.1938,74.20455,331.6,0.52,0.5,2019-07-02,0730,N,VIIRS,l,1.0NRT,304.4,2.4,D
31.21255,75.45544,330.3,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.9,1.2,D
33.33505,74.19374,346.3,0.52,0.5,2019-07-02,0730,N,VIIRS,n,1.0NRT,303.1,6.8,D
30.69082,75.77342,331.8,0.48,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.3,5,D
31.28688,75.99222,334.5,0.46,0.47,2019-07-02,0730,N,VIIRS,n,1.0NRT,301,2.4,D
33.14827,74.94131,331.5,0.48,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,304.6,2.5,D
33.33371,74.18781,335.9,0.52,0.5,2019-07-02,0730,N,VIIRS,n,1.0NRT,302.6,6.8,D
31.17769,77.72368,338.4,0.56,0.43,2019-07-02,0730,N,VIIRS,n,1.0NRT,307.3,5.8,D
31.07373,75.57811,332.2,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.3,5.4,D
30.88902,75.61061,341.2,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.7,4.6,D
30.86717,75.60905,330.9,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.6,2.2,D
31.15211,75.26444,331.4,0.51,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.2,5.6,D
30.75391,78.05914,333.6,0.55,0.42,2019-07-02,0730,N,VIIRS,n,1.0NRT,305.9,3.2,D
30.83511,77.74999,343.6,0.56,0.43,2019-07-02,0730,N,VIIRS,n,1.0NRT,306.5,5.9,D
30.64395,76.15105,334.5,0.46,0.47,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.2,2.2,D
30.64306,76.14977,334.3,0.46,0.47,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.4,3,D
31.24981,75.49857,332,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.6,3.7,D
30.7533,75.69717,335.1,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,301.4,5.4,D
31.17898,77.72447,334.9,0.56,0.43,2019-07-02,0730,N,VIIRS,l,1.0NRT,305.9,5.7,D
31.10977,75.26566,333.7,0.51,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.8,3.4,D
31.17034,75.34766,343,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,302.3,9,D
31.27245,75.35349,335.6,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.7,4,D
31.21361,75.41714,343.5,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,301.3,6.7,D
32.76205,75.27384,346.1,0.47,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,308.6,4.3,D
30.6516,75.86649,343.4,0.48,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300,7.8,D
32.76315,75.27902,333.9,0.47,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,306,3.2,D
30.87244,75.53444,342.5,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,301.8,4.9,D
31.17286,75.42352,334.1,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,301.4,2.4,D
33.09051,74.36192,333.7,0.52,0.5,2019-07-02,0730,N,VIIRS,l,1.0NRT,305.1,3.9,D
30.99021,75.508,330.3,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.6,3.4,D
31.07485,75.26067,331.7,0.51,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.1,2.4,D
27.07774,78.80599,332.4,0.38,0.44,2019-07-02,0730,N,VIIRS,n,1.0NRT,292.1,2.6,D
31.07039,75.26197,331.5,0.51,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.5,2.4,D
31.0551,75.50553,331.3,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.3,3.6,D
31.16724,75.39786,335.8,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.6,3.5,D
31.1207,75.34166,342.8,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.5,8.9,D
31.12267,75.34503,330.4,0.5,0.49,2019-07-02,0730,N,VIIRS,l,1.0NRT,300.8,3.2,D
31.07447,74.6402,333.7,0.55,0.51,2019-07-02,0730,N,VIIRS,n,1.0NRT,301.5,4.1,D
30.70513,77.76942,333.1,0.57,0.43,2019-07-02,0730,N,VIIRS,l,1.0NRT,305.1,2.9,D
31.07458,75.57529,337,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.9,3.1,D
31.34525,75.40854,339.8,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.8,4,D
31.36816,75.47203,334.9,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.1,5,D
31.36929,75.45553,344.9,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.4,10.4,D
32.52652,75.60249,333.2,0.45,0.47,2019-07-02,0730,N,VIIRS,l,1.0NRT,303.8,2.1,D
31.49938,75.55544,336.8,0.48,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300,4,D
31.37097,75.45185,343.6,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.3,11.9,D
31.21684,75.36703,334.3,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.5,3,D
31.39732,75.48716,340.1,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.1,6.9,D
32.97425,74.61344,333,0.5,0.49,2019-07-02,0730,N,VIIRS,l,1.0NRT,307.5,4.5,D
31.43773,76.39155,331.2,0.43,0.46,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.5,3.9,D
32.97867,74.61208,336.9,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,306.3,3.5,D
31.20996,75.2697,330.6,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.9,2.8,D
31.50056,75.55819,335.9,0.48,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.4,3.1,D
29.59659,76.10617,332.2,0.49,0.48,2019-07-02,0730,N,VIIRS,l,1.0NRT,302.4,1.3,D
31.2385,75.24196,331.1,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,300,3.4,D
31.09092,75.89059,331.1,0.47,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,301.1,2.6,D
31.32958,75.8736,333.9,0.46,0.47,2019-07-02,0730,N,VIIRS,n,1.0NRT,302,2.5,D
31.02633,77.83809,334.4,0.55,0.43,2019-07-02,0730,N,VIIRS,n,1.0NRT,301.4,6.9,D
30.89547,75.44596,334.8,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.7,6.2,D
32.76315,75.27575,342.8,0.47,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,308.7,5.9,D
30.98403,77.8304,333.8,0.56,0.43,2019-07-02,0730,N,VIIRS,l,1.0NRT,305.8,4.2,D
31.34796,75.67928,333,0.47,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,302.7,2.4,D
31.38676,75.68897,331.8,0.47,0.48,2019-07-02,0730,N,VIIRS,l,1.0NRT,301.8,4.2,D
30.23465,77.02142,330.3,0.42,0.45,2019-07-02,0730,N,VIIRS,l,1.0NRT,300.9,2.4,D
30.47907,77.20943,330.4,0.41,0.45,2019-07-02,0730,N,VIIRS,l,1.0NRT,300.7,1.2,D
30.79295,76.20628,342.4,0.46,0.47,2019-07-02,0730,N,VIIRS,n,1.0NRT,302.3,5.7,D
32.92294,75.21221,341.8,0.47,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,306.2,3.7,D
31.28032,75.38945,331.2,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.5,1.8,D
30.56559,78.2777,333,0.54,0.42,2019-07-02,0730,N,VIIRS,n,1.0NRT,297,4.1,D
31.27922,75.52757,332.9,0.49,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.9,2.4,D
31.09207,75.40502,333.4,0.5,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,301.2,3.6,D
33.16236,74.79459,334.2,0.49,0.48,2019-07-02,0730,N,VIIRS,l,1.0NRT,305.8,4.4,D
32.92733,75.2114,333.4,0.47,0.48,2019-07-02,0730,N,VIIRS,l,1.0NRT,304.6,3.6,D
31.74533,75.82798,341.5,0.46,0.47,2019-07-02,0730,N,VIIRS,n,1.0NRT,305.6,2.2,D
30.56562,75.86793,342.4,0.48,0.48,2019-07-02,0730,N,VIIRS,n,1.0NRT,299.4,7.2,D
33.16326,74.73487,343.2,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,305.1,5.1,D
30.82827,77.61012,332.8,0.38,0.43,2019-07-02,0730,N,VIIRS,l,1.0NRT,306.2,2,D
31.20921,75.41843,330.4,0.49,0.49,2019-07-02,0730,N,VIIRS,n,1.0NRT,300.1,4.1,D
