index,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type
250250,22.02001,86.35954,334.3,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,306.8,1.6,0
250275,22.13642,86.19503,338.2,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,312.3,4.4,0
250276,22.067829999999997,85.98068,341.2,0.4,0.37,2018-03-04,721,N,VIIRS,l,1,311.6,4.5,0
250277,22.034589999999998,86.17043000000001,334.6,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.6,2.9,0
250291,22.16597,85.40004,338.2,0.41,0.37,2018-03-04,721,N,VIIRS,n,1,311.9,2.3,0
250309,22.1338,85.03674000000001,335.9,0.42,0.38,2018-03-04,721,N,VIIRS,l,1,306.4,5.3,0
250412,22.1468,86.69489,345.0,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,310.5,3.8,0
250430,22.07764,86.81421999999999,343.8,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,316.3,4.1,0
250463,22.65999,86.50983000000001,336.7,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.3,2.1,0
250467,22.62605,85.64794,340.5,0.4,0.37,2018-03-04,721,N,VIIRS,n,1,311.8,1.8,0
250468,22.09208,85.33261,339.1,0.41,0.37,2018-03-04,721,N,VIIRS,l,1,313.4,2.5,0
250469,22.10551,85.28627,335.4,0.41,0.37,2018-03-04,721,N,VIIRS,l,1,307.3,4.5,0
250470,22.0718,85.9839,348.0,0.4,0.37,2018-03-04,721,N,VIIRS,n,1,311.7,4.5,0
250471,22.44763,86.27799,332.5,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,307.0,1.9,0
250473,22.42641,86.31673,337.7,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.6,2.1,0
250474,22.427,86.32047,343.5,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.9,2.6,0
250475,22.395870000000002,86.35689,336.9,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,310.0,1.8,0
250476,22.38179,86.33258000000001,335.7,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.1,2.4,0
250477,22.37632,86.34128,334.9,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,307.5,2.5,0
250478,22.36434,86.30859,340.7,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,311.2,4.9,0
250479,22.366,86.36251,344.6,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.8,6.6,0
250480,22.35507,86.37988,335.7,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.5,3.0,0
250481,22.30835,86.35786999999999,342.3,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.5,2.7,0
250487,22.65028,86.48862,349.5,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,313.8,13.6,3
250488,22.653589999999998,86.48803000000001,339.1,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,310.6,13.6,3
250489,22.66818,86.49684,336.4,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.7,1.9,0
250490,22.677529999999997,86.49131,338.3,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.1,3.7,0
250491,22.69352,86.4846,346.9,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.2,5.1,0
250497,21.99212,85.34355,336.1,0.41,0.37,2018-03-04,721,N,VIIRS,l,1,308.9,3.8,0
250498,21.98126,85.34149000000001,333.3,0.41,0.37,2018-03-04,721,N,VIIRS,l,1,308.2,2.8,0
250499,21.98256,85.34937,338.2,0.41,0.37,2018-03-04,721,N,VIIRS,n,1,307.5,3.0,0
250500,21.97786,85.34214,338.0,0.41,0.37,2018-03-04,721,N,VIIRS,l,1,310.1,2.8,0
250501,22.69683,86.48399,342.1,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.9,3.8,0
250502,22.3602,85.75269,341.7,0.4,0.37,2018-03-04,721,N,VIIRS,n,1,313.0,3.1,0
250503,22.06759,86.40103,343.5,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,311.9,7.0,0
250504,22.0616,86.4716,350.8,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,311.1,7.5,0
250505,22.42973,86.48608,341.6,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,307.9,4.3,0
250511,22.41196,86.54692,334.8,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.7,3.5,0
250512,22.413120000000003,86.55438000000001,348.4,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,310.2,6.9,0
250513,22.40981,86.55498,367.0,0.39,0.36,2018-03-04,721,N,VIIRS,h,1,311.0,6.9,0
250514,22.38479,86.41689000000001,339.0,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,311.5,2.6,0
250518,21.98025,85.46314,340.6,0.41,0.37,2018-03-04,721,N,VIIRS,n,1,310.4,4.4,0
250520,22.395979999999998,86.4883,347.9,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.3,3.0,0
250521,22.40417,86.54068000000001,345.2,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.6,3.5,0
250522,22.37959,86.51429,336.0,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,309.9,1.9,0
250523,22.36222,86.49045,345.8,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,312.1,2.9,0
250528,22.3392,86.51765999999999,338.3,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,310.7,2.8,0
250529,22.598760000000002,85.69346,332.0,0.4,0.37,2018-03-04,721,N,VIIRS,l,1,306.0,1.3,0
250530,22.3206,86.42105,334.4,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,307.7,3.2,0
250539,22.34234,86.55941,348.5,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,312.5,4.5,0
250541,22.31776,86.41801,338.4,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,309.9,3.6,0
250542,22.31835,86.42179,335.1,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.1,3.6,0
250544,22.3158,86.5145,344.5,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,312.8,5.2,0
250546,22.316,86.53758,336.6,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,310.5,2.0,0
250547,22.274379999999997,86.4026,334.7,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.1,2.2,0
250548,22.275760000000002,86.43311,336.6,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,311.4,2.6,0
250549,22.25372,86.44492,333.4,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.0,2.5,0
250551,22.67598,86.50315,342.6,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.8,9.3,0
250552,22.6982,86.58,338.3,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,307.4,3.0,0
250553,22.72893,86.62447,337.9,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,311.4,3.3,0
250560,22.74597,86.69055999999999,338.6,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,311.3,3.3,0
250561,22.50457,86.31402,342.7,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,314.5,3.6,0
250562,22.511429999999997,86.33596,344.6,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,312.7,4.9,0
250563,22.73337,86.87305,337.8,0.38,0.36,2018-03-04,721,N,VIIRS,l,1,311.7,2.3,0
250564,22.51025,86.32845999999999,339.9,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,311.7,3.9,0
250565,22.51534,86.33913000000001,341.1,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.9,4.9,0
250566,22.673170000000002,86.74599,336.0,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,311.0,2.5,0
250567,22.55405,86.37496,339.1,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,307.6,4.0,0
250568,22.56104,86.35434000000001,334.2,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.3,1.1,0
250569,22.627779999999998,86.6505,337.3,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.8,1.9,0
250570,22.61927,86.8591,352.3,0.38,0.36,2018-03-04,721,N,VIIRS,n,1,317.8,19.9,0
250571,22.58592,86.66568000000001,338.0,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,309.7,4.2,0
250572,22.61596,86.85969,345.4,0.38,0.36,2018-03-04,721,N,VIIRS,n,1,313.3,8.9,0
250573,22.582620000000002,86.66629,335.8,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.9,4.2,0
250574,22.57873,86.66317,339.8,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,309.9,1.9,0
250602,22.76681,86.4361,341.9,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.9,3.5,0
250625,22.85546,86.74349000000001,340.6,0.38,0.36,2018-03-04,721,N,VIIRS,n,1,309.0,4.6,0
250638,22.00947,86.89915,346.9,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,316.2,10.8,0
250639,22.02486,86.88878000000001,337.7,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,312.0,2.8,0
250645,22.854039999999998,86.77828000000001,337.7,0.38,0.36,2018-03-04,721,N,VIIRS,l,1,310.0,6.1,0
250646,22.12376,85.16707,342.4,0.41,0.37,2018-03-04,721,N,VIIRS,n,1,306.2,3.8,0
250650,22.78615,86.32035,348.3,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,315.6,8.4,0
250667,22.793570000000003,86.58549000000001,338.0,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,310.6,2.7,0
250679,22.6848,86.16835999999999,337.9,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,312.8,2.0,0
250688,22.510089999999998,86.37094,337.8,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,309.6,2.0,0
250722,22.04682,86.37769,337.4,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,311.2,6.4,0
250724,22.0206,86.36325,338.7,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.0,3.1,0
250732,22.075429999999997,86.40743,340.3,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.8,3.1,0
250733,22.07156,86.46977,338.7,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,308.0,3.7,0
250769,22.16323,86.25626,344.6,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.8,6.5,0
250770,22.0577,86.46848,336.8,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.4,4.1,0
250784,22.0575,86.44548,342.9,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,311.7,6.5,0
250823,22.83405,86.84702,344.1,0.38,0.36,2018-03-04,721,N,VIIRS,n,1,309.9,4.4,0
250824,22.849,86.85585999999999,342.7,0.38,0.36,2018-03-04,721,N,VIIRS,n,1,311.9,9.7,0
250828,22.03804,86.38705,337.7,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,307.3,3.2,0
250832,22.84269,86.81483,335.5,0.38,0.36,2018-03-04,721,N,VIIRS,l,1,309.5,1.9,0
250833,22.83981,86.79616999999999,342.5,0.38,0.36,2018-03-04,721,N,VIIRS,n,1,312.3,4.0,0
250837,22.72091,86.66048,339.1,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,310.3,2.8,0
250839,22.79767,86.54629,333.6,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.4,2.2,0
250842,22.44246,86.48351,344.2,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.4,2.7,0
250844,23.30232,86.00385,338.0,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,307.6,3.4,0
250854,22.81909,86.53085,336.4,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.9,2.1,0
250858,22.47107,86.8625,348.6,0.38,0.36,2018-03-04,721,N,VIIRS,n,1,314.7,4.3,0
250859,23.25139,85.39950999999999,346.2,0.4,0.37,2018-03-04,721,N,VIIRS,n,1,309.9,2.5,0
250860,23.04769,85.41776999999999,341.8,0.4,0.37,2018-03-04,721,N,VIIRS,n,1,310.3,2.8,0
250862,22.4555,86.67365,337.4,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,311.8,2.7,0
250866,23.59863,86.84445,338.4,0.38,0.36,2018-03-04,721,N,VIIRS,n,1,312.7,2.2,0
250867,22.79006,86.32352,341.3,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,312.4,3.5,0
250868,22.786739999999998,86.32412,349.9,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,314.5,3.5,0
250869,23.523970000000002,85.86123,335.5,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,309.4,2.0,0
250874,22.136210000000002,86.81912,346.0,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,313.7,10.1,0
250881,22.46481,86.27852,352.8,0.39,0.36,2018-03-04,721,N,VIIRS,n,1,313.2,7.4,0
250882,22.034000000000002,86.1667,337.9,0.39,0.36,2018-03-04,721,N,VIIRS,l,1,308.7,2.9,0
250883,23.051560000000002,85.18616,345.5,0.41,0.37,2018-03-04,721,N,VIIRS,n,1,313.1,7.6,0
250886,22.77952,85.72639000000001,341.0,0.4,0.37,2018-03-04,721,N,VIIRS,l,1,315.0,4.9,0
251703,22.7999,86.0882,318.4,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,293.7,1.8,2
251705,22.796770000000002,86.20177,308.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.7,1.8,3
251706,22.78951,86.20444,307.6,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,297.4,1.0,2
251717,22.524810000000002,86.36711,307.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.3,1.6,0
251719,22.62811,85.64312,304.7,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,294.3,1.2,0
251720,22.35015,86.3842,310.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.3,1.5,0
251723,22.799329999999998,86.09204,318.4,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,295.0,1.8,2
251732,22.795460000000002,86.85725,308.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.5,1.0,0
251735,22.792279999999998,86.20885,309.6,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.6,1.0,2
251736,22.78893,86.20827,310.6,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,296.8,1.0,2
251739,22.663,86.50671,302.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.4,0.2,0
251740,22.39526,86.48454,306.3,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.9,0.8,0
251741,22.46762,86.27629,316.8,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.4,2.5,0
251748,22.887620000000002,85.96118,304.5,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,289.3,0.7,0
251775,22.78837,86.21209,305.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.1,1.1,2
251776,23.529529999999998,85.69894000000001,300.9,0.41,0.37,2018-03-04,1949,N,VIIRS,n,1,289.7,0.6,0
251785,22.80995,86.08995,303.2,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,292.2,0.6,2
251786,22.79065,86.19679000000001,310.6,0.39,0.37,2018-03-04,1949,N,VIIRS,n,1,299.0,1.4,3
251792,22.33675,86.40507,306.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.5,1.1,0
251793,22.44303,86.46185,304.1,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.9,0.6,0
251794,22.41937,86.55032,308.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.6,1.3,0
251795,22.62398,86.6737,304.8,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.5,1.2,0
251796,22.54533,86.36703,305.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.6,1.5,0
251797,22.41357,86.31747,311.0,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.7,2.2,0
251798,22.3922,86.41422,301.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,291.7,0.7,0
251799,22.37257,86.32621999999999,308.0,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.0,1.3,0
251800,22.567870000000003,86.64545,308.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.7,0.8,0
251801,22.546470000000003,86.35944,310.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.3,2.3,0
251802,22.43626,86.34839000000001,305.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.1,1.0,0
251804,22.52709,86.62263,301.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,291.7,0.3,0
251805,22.375329999999998,86.33059,308.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.8,1.4,0
251806,22.402070000000002,86.31196,308.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.7,1.3,0
251807,22.51049,86.26425,303.6,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.2,1.2,0
251808,22.518729999999998,86.36214,306.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.4,1.4,0
251809,22.55647,86.36115,309.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.8,0.8,0
251810,22.56615,86.6567,306.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.6,1.1,0
251811,22.659679999999998,86.50610999999999,303.8,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.2,0.7,3
251812,22.69105,86.54661999999999,306.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.4,1.4,0
251814,22.571189999999998,86.64602,303.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.0,0.8,0
251815,22.41662,86.546,306.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.8,0.8,0
251816,22.38446,86.55581,305.3,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.8,0.6,0
251817,22.57623,85.70782,304.8,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,293.7,1.1,0
251818,22.34689,86.36057,306.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.7,1.0,0
251819,22.37885,86.41999,309.1,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.9,1.0,0
251820,22.42513,86.35419,303.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.9,0.7,0
251821,22.4257,86.35047,307.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.8,2.1,0
251826,22.45128,86.47488,319.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.5,1.5,0
251827,22.66186,86.51428,305.0,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.3,1.2,0
251828,22.40961,86.23946,305.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.2,1.8,0
251829,22.55199,86.36818000000001,304.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.0,0.9,0
251830,22.55037,86.35623000000001,312.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.2,2.2,0
251831,22.54866,86.36762,305.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.9,0.9,0
251832,22.54809,86.37141,312.1,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.7,0.9,0
251833,22.539170000000002,86.38529,309.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.9,1.4,0
251834,22.535439999999998,86.34187,305.6,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.2,1.8,0
251835,22.527079999999998,86.35204,309.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.0,2.1,0
251836,22.52488,86.34396,308.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.1,2.1,0
251837,22.51325,86.33026,307.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.5,1.7,0
251838,22.37163,86.4226,305.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.6,0.8,0
251839,22.38974,85.77188000000001,302.2,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,291.8,0.4,0
251840,22.40334,86.54368000000001,308.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.5,1.5,0
251841,22.30698,86.35355,305.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.9,1.3,0
251842,22.397270000000002,86.53878,304.1,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.6,0.8,0
251843,22.39113,86.40661999999999,302.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,291.3,0.3,0
251844,22.30259,86.33736,305.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.0,1.9,0
251845,22.39582,86.48079,306.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.9,0.8,0
251846,22.70138,86.4787,302.1,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,291.2,1.1,0
251847,22.62698,85.65092,303.9,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,293.5,1.2,0
251848,22.64449,85.64981,311.7,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,293.7,2.3,0
251849,22.42406,85.74991999999999,303.5,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,292.6,0.7,0
251850,22.560670000000002,86.64803,306.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.0,1.5,0
251851,22.39334,86.40666999999999,310.3,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,291.9,1.0,0
251852,22.68269,86.55676,307.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.7,1.5,0
251853,22.392770000000002,86.41045,305.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.5,0.7,0
251854,22.590120000000002,85.90382,304.6,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,293.1,0.9,2
251855,22.66529,86.49167,308.0,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.6,1.8,0
251856,22.43197,86.28596,305.1,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.6,1.0,0
251858,22.68085,86.47903000000001,306.0,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.5,1.5,0
251859,22.424670000000003,86.31186,310.3,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.9,1.7,0
251860,22.40483,86.31631,310.6,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.4,1.3,0
251861,22.393620000000002,86.34521,305.3,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.8,0.8,0
251862,22.37696,86.34241,306.8,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.4,1.5,0
251863,22.37647,86.32301,308.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.5,1.3,0
251864,22.35079,86.35736999999999,305.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.7,1.0,0
251865,22.37143,86.33379000000001,307.9,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.4,1.4,0
251866,22.347379999999998,86.37991,317.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.1,1.1,0
251867,22.34405,86.37935,305.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.1,1.1,0
251868,22.326929999999997,86.35706,310.7,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.3,2.2,0
251869,22.59092,85.67865,307.4,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,294.0,1.7,0
251870,22.69185,86.4965,308.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.3,1.6,0
251871,22.69301,86.48889,305.0,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.5,1.6,0
251872,22.43104,86.54082,304.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.2,0.9,0
251873,23.085279999999997,85.80558,304.0,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,293.1,2.0,0
251878,22.77917,86.43323000000001,307.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,294.7,0.9,0
251910,22.47476,86.29701999999999,310.8,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.9,1.8,0
251922,22.6343,85.64831,307.5,0.4,0.37,2018-03-04,1949,N,VIIRS,n,1,294.2,1.8,0
251924,22.653679999999998,85.51411,307.1,0.41,0.37,2018-03-04,1949,N,VIIRS,n,1,293.3,1.4,0
251947,22.42107,86.5391,304.2,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,293.3,0.8,0
251956,22.775560000000002,86.70376999999999,303.5,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.4,0.6,0
251957,22.83072,86.87125999999999,307.3,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.9,0.9,0
251963,22.36551,86.59084,304.4,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.3,0.3,0
251965,22.511570000000003,85.24297,306.2,0.41,0.37,2018-03-04,1949,N,VIIRS,n,1,295.4,1.7,0
251967,22.36883,86.59143,304.0,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.0,0.3,0
251983,22.79008,86.20061,329.8,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,298.1,1.4,3
251984,22.79342,86.20119,308.8,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,295.2,1.4,3
251985,22.79399,86.19736999999999,312.5,0.39,0.37,2018-03-04,1949,N,VIIRS,n,1,296.8,1.4,3
251990,22.82741,86.87066999999999,303.0,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,292.2,0.5,0
251991,22.81474,86.86455,302.3,0.39,0.36,2018-03-04,1949,N,VIIRS,n,1,291.2,0.7,0
252050,22.17331,85.17034,304.7,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,292.9,1.1,0
252052,22.07572,85.24555,306.8,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,294.7,1.5,0
252056,22.164170000000002,85.1607,316.3,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,295.2,2.4,0
252057,22.1312,85.15269,311.5,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,294.9,1.7,0
252059,22.12494,85.14749,313.0,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,295.1,1.6,0
252060,22.12579,86.48116999999999,303.4,0.39,0.36,2018-03-04,1950,N,VIIRS,n,1,292.5,0.5,0
252061,22.08888,86.43247,307.7,0.39,0.36,2018-03-04,1950,N,VIIRS,n,1,296.2,1.2,0
252062,22.06741,86.39851,308.4,0.39,0.36,2018-03-04,1950,N,VIIRS,n,1,294.0,1.4,0
252064,21.98398,85.34823,306.5,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,293.2,0.8,0
252065,21.98341,85.3521,304.7,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,292.1,0.7,0
252066,21.97435,85.34258,329.8,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,294.4,3.2,0
252076,22.256079999999997,86.49171,303.9,0.39,0.36,2018-03-04,1950,N,VIIRS,n,1,293.8,1.4,0
252081,22.26578,86.42799000000001,312.1,0.39,0.36,2018-03-04,1950,N,VIIRS,n,1,295.1,1.5,0
252083,22.26775,86.48224,303.9,0.39,0.36,2018-03-04,1950,N,VIIRS,n,1,293.3,1.0,0
252085,22.166629999999998,86.25694,316.6,0.39,0.36,2018-03-04,1950,N,VIIRS,n,1,293.9,1.6,0
252086,22.153879999999997,86.25088000000001,309.7,0.39,0.36,2018-03-04,1950,N,VIIRS,n,1,296.2,1.6,0
252087,22.12932,85.01969,313.1,0.42,0.38,2018-03-04,1950,N,VIIRS,n,1,296.8,2.1,0
252095,22.17674,85.17085,310.4,0.41,0.37,2018-03-04,1950,N,VIIRS,n,1,293.5,0.6,0
